(( 0.059334569885957, 0.03, 0.14635134484888, 3.003250363801), Ceramic )
(( 0.13448782707918, 0.14888135845826, 0.75, 5.678384356727), Ceramic )
(( 0.067691299859904, 0.03, 0.1, 2.2578152554136), Metal )
(( 0.096346837314572, 0.062955388698053, 0.36233224501082, 2.1720605124944), Ceramic )
(( 0.05, 0.055223361295649, 0.23803496931341, 3.3714755039489), Ceramic )
(( 0.061476973220603, 0.03, 0.13865286863095, 2.9053145297738), Ceramic )
(( 0.057130298772951, 0.059485130136302, 0.28206801844942, 2.906049349538), Ceramic )
(( 0.097837540060778, 0.073209370617907, 0.52493785262844, 4.250889162763), Ceramic )
(( 0.13310722109472, 0.092315506110046, 0.73820108036918, 2.9212671279841), Ceramic )
(( 0.10116073717366, 0.061163327855443, 0.27465542045446, 2.3407888950356), Metal )
(( 0.054756856628754, 0.03, 0.10898635851864, 2.6528036558874), Metal )
(( 0.086311394746338, 0.063511066981708, 0.23799028189672, 4.9326277644091), Metal )
(( 0.13223901586271, 0.14048933385888, 0.44828335838948, 1.0681769877078), Plastic )
(( 0.087681612910489, 0.083475483397268, 0.30995074524855, 3.4161871645753), Metal )
(( 0.12585689644433, 0.12308654218599, 0.75, 3.5226241478916), Ceramic )
(( 0.05, 0.06175543430961, 0.16998430310891, 2.8917647967243), Metal )
(( 0.16430497639225, 0.15, 0.63322370247318, 3.4010685372383), Plastic )
(( 0.073418275701326, 0.03, 0.10507326989341, 3.1443981217475), Plastic )
(( 0.083368293490072, 0.10818618620029, 0.57161579906728, 2.9667770901246), Ceramic )
(( 0.12608860231278, 0.13831421684879, 0.75, 3.5585317390456), Ceramic )
(( 0.11717366888018, 0.060956321323596, 0.35909151430737, 3.253918275646), Ceramic )
(( 0.17875110713616, 0.15, 0.63043283543634, 2.0902221456916), Plastic )
(( 0.093970038520585, 0.043647810910417, 0.25422877855755, 1.2850160640348), Ceramic )
(( 0.095235578242623, 0.11535583575685, 0.65383857776102, 3.7337977492395), Ceramic )
(( 0.091572308334256, 0.12768549660011, 0.75, 3.9874609713895), Ceramic )
(( 0.11785945321128, 0.051725387345663, 0.42794328324364, 2.100320887345), Ceramic )
(( 0.10647880502989, 0.066073449938039, 0.16284191574621, 3.2821523966421), Plastic )
(( 0.17070678114215, 0.14826807838476, 0.48568545693904, 4.2476168415208), Plastic )
(( 0.14295040578136, 0.12722081098968, 0.34624317479143, 4.2125547303488), Plastic )
(( 0.11116156713623, 0.076055906096812, 0.26277683415067, 2.898433624692), Plastic )
(( 0.11618069038454, 0.081748886753249, 0.28402568914033, 1.6466643366252), Plastic )
(( 0.19263136016925, 0.15, 0.59870965697719, 3.3619943724381), Plastic )
(( 0.15713711523919, 0.15, 0.53484256406698, 3.462783335878), Plastic )
(( 0.17562651717767, 0.10322250971885, 0.41095609693206, 3.5516745326369), Plastic )
(( 0.12255477433492, 0.11966994630737, 0.37220881464091, 3.8457483626779), Plastic )
(( 0.17329325481977, 0.15, 0.55954627557099, 1.9712830353968), Plastic )
(( 0.18073927395048, 0.11303384543084, 0.45845380015272, 3.420740591242), Plastic )
(( 0.13446690725646, 0.12864849705592, 0.39315172115637, 2.1690206286314), Plastic )
(( 0.19394824919644, 0.11255051597686, 0.43485349401826, 3.7210216421021), Plastic )
(( 0.1275045712705, 0.10058386115425, 0.31721812264715, 3.3892836409272), Plastic )
(( 0.15644394472451, 0.099560179367826, 0.32960736320024, 1.8102798877084), Plastic )
